Customer ID,Order ID,Product,Units Sold,Date,Revenue,Cost
4,713958,Chocolate Chip," 1,370 ",7/1/2020,6847.5,2739
2,164895,Chocolate Chip," 2,009 ",10/1/2020,10045,4018
1,675075,Chocolate Chip," 1,945 ",10/1/2019,9725,3890
2,455780,Chocolate Chip," 1,287 ",12/1/2020,6435,2574
2,566401,Chocolate Chip," 1,706 ",12/1/2020,8530,3412
1,141665,Chocolate Chip," 1,760 ",9/1/2019,8800,3520
4,872825,Chocolate Chip," 2,031 ",10/1/2020,10155,4062
2,738910,Chocolate Chip," 2,261 ",12/1/2019,11305,4522
3,239419,Chocolate Chip," 4,251 ",1/1/2020,21255,8502
2,776513,Chocolate Chip, 795 ,3/1/2020,3975,1590
4,595670,Chocolate Chip," 1,415 ",4/1/2020,7072.5,2829
3,549329,Chocolate Chip," 2,918 ",5/1/2020,14590,5836
2,824253,Chocolate Chip," 3,450 ",7/1/2020,17250,6900
3,288851,Chocolate Chip," 2,988 ",7/1/2020,14940,5976
1,675035,Chocolate Chip, 218 ,9/1/2020,1090,436
3,255145,Chocolate Chip," 2,074 ",9/1/2020,10370,4148
5,436748,Chocolate Chip," 1,056 ",9/1/2020,5280,2112
1,707858,Chocolate Chip, 671 ,10/1/2019,3355,1342
3,538134,Chocolate Chip," 1,514 ",10/1/2019,7570,3028
3,817134,Chocolate Chip, 274 ,12/1/2020,1370,548
3,697568,Chocolate Chip," 1,138 ",12/1/2020,5690,2276
1,631270,Chocolate Chip," 1,372 ",1/1/2020,6860,2744
2,678731,Chocolate Chip," 2,349 ",9/1/2019,11745,4698
5,335658,Chocolate Chip," 2,689 ",10/1/2020,13445,5378
5,115582,Chocolate Chip," 2,431 ",12/1/2020,12155,4862
5,833644,Chocolate Chip," 1,303 ",2/1/2020,6515,2606
3,508782,Chocolate Chip," 2,992 ",3/1/2020,14960,5984
4,726489,Chocolate Chip," 2,385 ",3/1/2020,11925,4770
1,218291,Chocolate Chip," 1,607 ",4/1/2020,8035,3214
1,779126,Chocolate Chip," 2,327 ",5/1/2020,11635,4654
4,560581,Chocolate Chip, 991 ,6/1/2020,4955,1982
2,369627,Chocolate Chip, 602 ,6/1/2020,3010,1204
5,587035,Chocolate Chip," 2,620 ",9/1/2020,13100,5240
3,697895,Chocolate Chip," 1,228 ",10/1/2019,6140,2456
3,691331,Chocolate Chip," 1,389 ",10/1/2019,6945,2778
1,852827,Chocolate Chip, 861 ,10/1/2020,4305,1722
1,567484,Chocolate Chip, 704 ,10/1/2019,3520,1408
4,348194,Chocolate Chip," 1,802 ",12/1/2019,9010,3604
4,444225,Chocolate Chip," 2,663 ",12/1/2020,13315,5326
4,685544,Chocolate Chip," 2,136 ",12/1/2019,10680,4272
1,636993,Chocolate Chip," 2,116 ",12/1/2019,10580,4232
2,603195,Chocolate Chip," 3,801 ",4/1/2020,19005,7602
3,568366,Chocolate Chip," 1,496 ",6/1/2020,7480,2992
3,176592,Chocolate Chip," 2,299 ",10/1/2019,11495,4598
5,758323,Chocolate Chip, 727 ,10/1/2019,3635,1454
3,698245,Chocolate Chip," 2,198 ",8/1/2020,10990,4396
4,796346,Chocolate Chip," 1,743 ",8/1/2020,8715,3486
2,203608,Chocolate Chip," 1,153 ",10/1/2020,5765,2306
4,676135,Chocolate Chip," 1,757 ",10/1/2019,8785,3514
1,142979,Chocolate Chip," 1,031 ",9/1/2019,5155,2062
1,283491,Chocolate Chip," 1,702 ",5/1/2020,8510,3404
1,807061,Chocolate Chip, 448 ,6/1/2020,2240,896
4,459019,Chocolate Chip," 3,513 ",7/1/2020,17565,7026
5,126864,Chocolate Chip," 2,101 ",8/1/2020,10505,4202
5,854455,Chocolate Chip," 2,931 ",9/1/2019,14655,5862
3,293863,Chocolate Chip," 1,535 ",9/1/2020,7675,3070
2,898591,Chocolate Chip," 1,123 ",9/1/2019,5615,2246
3,521535,Chocolate Chip," 1,404 ",11/1/2019,7020,2808
5,867252,Chocolate Chip," 2,763 ",11/1/2019,13815,5526
3,146778,Chocolate Chip," 2,125 ",12/1/2019,10625,4250
2,566983,Chocolate Chip, 257 ,5/1/2020,1285,514
4,686090,Chocolate Chip," 1,114 ",3/1/2020,5570,2228
3,428676,Chocolate Chip," 1,259 ",4/1/2020,6295,2518
5,278950,Chocolate Chip," 1,095 ",5/1/2020,5475,2190
3,418690,Chocolate Chip," 1,366 ",6/1/2020,6830,2732
3,496123,Chocolate Chip," 2,460 ",6/1/2020,12300,4920
5,456841,Chocolate Chip, 678 ,8/1/2020,3390,1356
3,513469,Chocolate Chip," 1,598 ",8/1/2020,7990,3196
3,231476,Chocolate Chip," 2,409 ",9/1/2019,12045,4818
3,100553,Chocolate Chip," 1,934 ",9/1/2020,9670,3868
3,788375,Chocolate Chip," 2,993 ",9/1/2020,14965,5986
3,263663,Chocolate Chip," 2,146 ",11/1/2019,10730,4292
3,887888,Chocolate Chip," 1,946 ",12/1/2019,9730,3892
5,816536,Chocolate Chip," 1,362 ",12/1/2020,6810,2724
2,334678,Chocolate Chip," 2,565 ",1/1/2020,12825,5130
5,527753,Chocolate Chip," 2,417 ",1/1/2020,12085,4834
2,643111,Chocolate Chip," 3,675 ",4/1/2020,18375,7350
5,529578,Chocolate Chip," 1,094 ",6/1/2020,5470,2188
3,171515,Chocolate Chip," 1,227 ",10/1/2020,6135,2454
2,266313,Chocolate Chip, 367 ,10/1/2019,1835,734
2,205484,Chocolate Chip," 1,324 ",11/1/2020,6620,2648
3,839631,Chocolate Chip," 1,775 ",11/1/2019,8875,3550
4,307196,Chocolate Chip," 2,797 ",12/1/2020,13985,5594
5,123431,Chocolate Chip, 973 ,3/1/2020,4865,1946
4,429472,Chocolate Chip," 1,038 ",6/1/2020,5190,2076
2,336267,Chocolate Chip, 360 ,10/1/2020,1800,720
3,686651,Chocolate Chip, 386 ,10/1/2019,1930,772
5,761356,Chocolate Chip," 1,954 ",3/1/2020,9770,3908
4,197639,Chocolate Chip, 591 ,5/1/2020,2955,1182
3,712767,Chocolate Chip," 2,167 ",10/1/2019,10835,4334
3,565251,Chocolate Chip, 241 ,10/1/2020,1205,482
3,436809,Chocolate Chip," 2,532 ",4/1/2020,12660,5064
3,294935,Chocolate Chip," 1,198 ",10/1/2019,5990,2396
3,103317,Chocolate Chip, 873 ,1/1/2020,4365,1746
3,667288,Chocolate Chip," 1,122 ",3/1/2020,5610,2244
3,735406,Chocolate Chip," 2,105 ",7/1/2020,10522.5,4209
3,253399,Chocolate Chip," 4,026 ",7/1/2020,20130,8052
2,146841,Chocolate Chip," 2,426 ",7/1/2020,12127.5,4851
4,466133,Chocolate Chip," 2,394 ",8/1/2020,11970,4788
3,159484,Chocolate Chip," 1,984 ",8/1/2020,9920,3968
3,120842,Chocolate Chip," 2,441 ",10/1/2020,12205,4882
2,440377,Chocolate Chip," 2,992 ",10/1/2019,14960,5984
3,781275,Chocolate Chip," 1,366 ",11/1/2020,6830,2732
3,607709,Chocolate Chip, 380 ,9/1/2019,1900,760
2,628402,Chocolate Chip," 3,495 ",1/1/2020,17475,6990
5,249663,Chocolate Chip, 886 ,6/1/2020,4430,1772
5,714255,Chocolate Chip," 2,156 ",10/1/2020,10780,4312
3,170514,Chocolate Chip, 905 ,10/1/2020,4525,1810
2,885201,Chocolate Chip," 1,715 ",10/1/2019,8575,3430
5,559510,Chocolate Chip," 1,594 ",11/1/2020,7970,3188
2,259455,Chocolate Chip," 1,359 ",11/1/2020,6795,2718
2,389356,Chocolate Chip," 2,150 ",11/1/2020,10750,4300
3,582048,Chocolate Chip," 1,197 ",11/1/2020,5985,2394
4,737790,Chocolate Chip, 380 ,12/1/2019,1900,760
5,514463,Chocolate Chip," 1,233 ",12/1/2020,6165,2466
3,143923,Chocolate Chip," 1,531 ",12/1/2020,7655,3062
3,710711,Chocolate Chip," 1,439 ",1/1/2020,7192.5,2877
5,608863,Chocolate Chip, 807 ,1/1/2020,4035,1614
3,388978,Chocolate Chip," 2,641 ",2/1/2020,13205,5282
2,209116,Chocolate Chip," 2,708 ",2/1/2020,13540,5416
2,123693,Chocolate Chip," 2,632 ",6/1/2020,13160,5264
4,670662,Chocolate Chip," 1,583 ",6/1/2020,7915,3166
4,868182,Chocolate Chip, 571 ,7/1/2020,2855,1142
3,121808,Chocolate Chip," 2,696 ",8/1/2020,13480,5392
5,626543,Chocolate Chip," 1,565 ",10/1/2020,7825,3130
3,374010,Chocolate Chip," 1,249 ",10/1/2020,6245,2498
3,448428,Chocolate Chip, 357 ,11/1/2020,1785,714
4,721092,Chocolate Chip," 1,013 ",12/1/2020,5065,2026
3,217341,Chocolate Chip, 278 ,2/1/2020,1390,556
4,442121,Chocolate Chip," 2,428 ",3/1/2020,12140,4856
4,544855,Chocolate Chip," 1,767 ",9/1/2020,8835,3534
2,158597,Chocolate Chip," 1,393 ",10/1/2020,6965,2786
3,358353,Chocolate Chip, 260 ,2/1/2020,1300,520
3,864409,Chocolate Chip," 2,470 ",9/1/2019,12350,4940
2,520865,Chocolate Chip," 1,743 ",10/1/2019,8715,3486
3,898886,Chocolate Chip," 2,914 ",10/1/2020,14570,5828
2,429735,Chocolate Chip," 1,731 ",10/1/2020,8655,3462
5,778322,Chocolate Chip, 700 ,11/1/2020,3500,1400
4,754823,Chocolate Chip," 2,222 ",11/1/2019,11110,4444
3,763666,Chocolate Chip," 1,177 ",11/1/2020,5885,2354
5,364025,Chocolate Chip," 1,922 ",11/1/2019,9610,3844
4,690780,Chocolate Chip," 1,158 ",3/1/2020,5790,2316
3,216326,Chocolate Chip," 1,614 ",4/1/2020,8070,3228
3,844763,Chocolate Chip," 2,535 ",4/1/2020,12675,5070
4,251968,Chocolate Chip," 2,851 ",5/1/2020,14255,5702
3,408804,Chocolate Chip," 2,559 ",8/1/2020,12795,5118
3,609851,Chocolate Chip, 267 ,10/1/2019,1335,534
2,332447,Chocolate Chip," 1,085 ",10/1/2020,5425,2170
2,837170,Chocolate Chip," 1,175 ",10/1/2020,5875,2350
5,117162,Chocolate Chip," 2,007 ",11/1/2019,10035,4014
3,708450,Chocolate Chip," 2,151 ",11/1/2019,10755,4302
5,855262,Chocolate Chip, 914 ,12/1/2020,4570,1828
4,809091,Chocolate Chip, 293 ,12/1/2020,1465,586
4,170761,Chocolate Chip, 723 ,4/1/2020,3615,1446
3,203604,Fortune Cookie, 921 ,3/1/2020,921,460.5
3,830805,Fortune Cookie," 2,518 ",6/1/2020,2518,1259
5,138739,Fortune Cookie," 1,899 ",6/1/2020,1899,949.5
2,830819,Fortune Cookie," 1,545 ",6/1/2020,1545,772.5
4,249098,Fortune Cookie," 2,470 ",6/1/2020,2470,1235
4,252717,Fortune Cookie," 2,666 ",7/1/2020,2665.5,1332.75
3,440487,Fortune Cookie, 958 ,8/1/2020,958,479
4,366159,Fortune Cookie," 2,146 ",9/1/2020,2146,1073
5,439030,Fortune Cookie, 345 ,10/1/2019,345,172.5
3,227728,Fortune Cookie, 615 ,12/1/2020,615,307.5
2,353832,Fortune Cookie," 2,214 ",3/1/2020,2214,1107
4,142538,Fortune Cookie," 2,301 ",4/1/2020,2301,1150.5
4,892418,Fortune Cookie," 1,376 ",7/1/2020,1375.5,687.75
4,459280,Fortune Cookie," 1,830 ",8/1/2020,1830,915
3,539666,Fortune Cookie," 2,498 ",9/1/2019,2498,1249
5,625570,Fortune Cookie, 663 ,10/1/2019,663,331.5
3,652401,Fortune Cookie," 1,142 ",6/1/2020,1142,571
1,326089,Fortune Cookie," 1,566 ",10/1/2020,1566,783
3,676869,Fortune Cookie, 690 ,11/1/2020,690,345
4,113657,Fortune Cookie," 1,660 ",11/1/2019,1660,830
5,570270,Fortune Cookie," 1,958 ",2/1/2020,1958,979
2,445507,Fortune Cookie," 1,901 ",6/1/2020,1901,950.5
2,154432,Fortune Cookie, 544 ,9/1/2020,544,272
5,806978,Fortune Cookie," 1,797 ",9/1/2019,1797,898.5
3,637451,Fortune Cookie," 1,287 ",12/1/2020,1287,643.5
3,494228,Fortune Cookie," 1,706 ",12/1/2020,1706,853
1,801641,Fortune Cookie," 2,031 ",10/1/2020,2031,1015.5
4,823953,Fortune Cookie," 1,967 ",3/1/2020,1967,983.5
3,539522,Fortune Cookie," 1,859 ",8/1/2020,1859,929.5
3,873031,Fortune Cookie," 2,851 ",10/1/2019,2851,1425.5
4,574744,Fortune Cookie," 2,021 ",10/1/2020,2021,1010.5
4,130685,Fortune Cookie," 1,138 ",12/1/2020,1138,569
3,150704,Fortune Cookie," 1,159 ",10/1/2019,1159,579.5
3,779079,Fortune Cookie," 1,385 ",1/1/2020,1384.5,692.25
4,746705,Fortune Cookie," 3,627 ",7/1/2020,3627,1813.5
4,594945,Fortune Cookie, 720 ,9/1/2019,720,360
4,454312,Fortune Cookie," 2,342 ",11/1/2020,2342,1171
1,830981,Fortune Cookie," 1,100 ",12/1/2019,1100,550
1,503244,Fortune Cookie, 980 ,4/1/2020,980,490
2,199458,Fortune Cookie," 1,460 ",5/1/2020,1460,730
4,294390,Fortune Cookie," 1,403 ",10/1/2019,1403,701.5
5,128675,Fortune Cookie," 2,723 ",11/1/2020,2723,1361.5
3,215754,Fortune Cookie," 1,757 ",10/1/2019,1757,878.5
2,336365,Fortune Cookie," 2,340 ",1/1/2020,2340,1170
1,818777,Fortune Cookie," 2,342 ",11/1/2020,2342,1171
4,757336,Fortune Cookie," 1,976 ",10/1/2020,1976,988
1,444955,Fortune Cookie," 2,181 ",10/1/2020,2181,1090.5
4,443834,Fortune Cookie," 2,500 ",11/1/2019,2500,1250
5,119754,Fortune Cookie, 488 ,2/1/2020,488,244
1,173001,Fortune Cookie," 1,282 ",6/1/2020,1282,641
2,179673,Fortune Cookie," 2,501 ",3/1/2020,2501,1250.5
5,123331,Fortune Cookie, 708 ,6/1/2020,708,354
4,219898,Fortune Cookie, 645 ,7/1/2020,645,322.5
3,141979,Fortune Cookie," 1,562 ",8/1/2020,1562,781
3,781308,Fortune Cookie," 1,283 ",9/1/2019,1283,641.5
5,711452,Fortune Cookie, 711 ,12/1/2020,711,355.5
4,156617,Fortune Cookie," 3,803 ",4/1/2020,3802.5,1901.25
2,487819,Fortune Cookie," 1,666 ",5/1/2020,1666,833
2,503591,Fortune Cookie, 322 ,9/1/2019,322,161
4,272243,Fortune Cookie," 2,321 ",11/1/2020,2321,1160.5
3,431913,Fortune Cookie," 1,857 ",11/1/2019,1857,928.5
2,270516,Fortune Cookie," 1,611 ",12/1/2019,1611,805.5
3,390387,Fortune Cookie," 2,797 ",12/1/2020,2797,1398.5
5,254540,Fortune Cookie, 334 ,12/1/2019,334,167
3,724808,Fortune Cookie," 2,328 ",9/1/2020,2328,1164
3,561083,Fortune Cookie," 2,313 ",5/1/2020,2313,1156.5
5,352793,Fortune Cookie," 1,804 ",11/1/2019,1804,902
5,742570,Fortune Cookie," 2,072 ",12/1/2020,2072,1036
5,121208,Fortune Cookie, 766 ,1/1/2020,766,383
5,644686,Fortune Cookie," 2,992 ",10/1/2019,2992,1496
1,881771,Fortune Cookie," 2,157 ",12/1/2020,2157,1078.5
3,517456,Fortune Cookie, 677 ,3/1/2020,677,338.5
2,433556,Fortune Cookie," 1,773 ",4/1/2020,1773,886.5
4,741765,Fortune Cookie," 2,420 ",9/1/2020,2420,1210
2,533611,Fortune Cookie," 2,734 ",10/1/2020,2734,1367
2,347412,Fortune Cookie," 1,715 ",10/1/2019,1715,857.5
1,469636,Fortune Cookie," 1,186 ",12/1/2019,1186,593
1,200053,Fortune Cookie," 2,661 ",5/1/2020,2661,1330.5
1,348844,Fortune Cookie, 983 ,1/1/2020,982.5,491.25
2,541297,Fortune Cookie," 1,298 ",2/1/2020,1298,649
5,280321,Fortune Cookie, 604 ,6/1/2020,604,302
3,434964,Fortune Cookie," 2,255 ",7/1/2020,2255,1127.5
3,505218,Fortune Cookie," 1,249 ",10/1/2020,1249,624.5
4,715966,Fortune Cookie, 293 ,2/1/2020,293,146.5
3,295198,Fortune Cookie," 2,996 ",10/1/2019,2996,1498
5,529423,Fortune Cookie," 2,228 ",1/1/2020,2227.5,1113.75
5,721311,Fortune Cookie," 1,199 ",4/1/2020,1199,599.5
2,205221,Fortune Cookie, 200 ,5/1/2020,200,100
2,397049,Fortune Cookie, 388 ,9/1/2020,388,194
4,164574,Fortune Cookie," 1,727 ",10/1/2019,1727,863.5
3,138137,Fortune Cookie," 2,300 ",12/1/2020,2300,1150
2,894001,Fortune Cookie, 546 ,10/1/2020,546,273
4,605154,Fortune Cookie," 1,368 ",2/1/2020,1368,684
3,736328,Oatmeal Raisin," 2,750 ",2/1/2020,13750,6050
3,731074,Oatmeal Raisin," 1,953 ",4/1/2020,9765,4296.6
4,739483,Oatmeal Raisin," 4,220 ",4/1/2020,21097.5,9282.9
3,609228,Oatmeal Raisin," 1,899 ",6/1/2020,9495,4177.8
3,754791,Oatmeal Raisin," 1,686 ",7/1/2020,8430,3709.2
2,348619,Oatmeal Raisin," 2,141 ",8/1/2020,10705,4710.2
3,170867,Oatmeal Raisin," 1,143 ",10/1/2020,5715,2514.6
2,183779,Oatmeal Raisin, 615 ,12/1/2020,3075,1353
4,304546,Oatmeal Raisin," 1,989 ",9/1/2019,9945,4375.8
4,182735,Oatmeal Raisin, 321 ,11/1/2019,1605,706.2
3,150101,Oatmeal Raisin, 259 ,3/1/2020,1295,569.8
3,604462,Oatmeal Raisin," 1,101 ",3/1/2020,5505,2422.2
4,655952,Oatmeal Raisin," 2,276 ",5/1/2020,11380,5007.2
3,253215,Oatmeal Raisin," 2,966 ",10/1/2019,14830,6525.2
2,734809,Oatmeal Raisin," 1,236 ",11/1/2020,6180,2719.2
2,544809,Oatmeal Raisin, 941 ,11/1/2020,4705,2070.2
3,580583,Oatmeal Raisin," 1,916 ",12/1/2020,9580,4215.2
4,283163,Oatmeal Raisin," 1,865 ",2/1/2020,9325,4103
4,558408,Oatmeal Raisin," 1,074 ",4/1/2020,5370,2362.8
3,788478,Oatmeal Raisin," 1,907 ",9/1/2020,9535,4195.4
4,397008,Oatmeal Raisin, 671 ,10/1/2019,3355,1476.2
2,733366,Oatmeal Raisin," 1,778 ",12/1/2019,8890,3911.6
3,602865,Oatmeal Raisin," 1,683 ",7/1/2020,8415,3702.6
2,304458,Oatmeal Raisin," 1,123 ",8/1/2020,5615,2470.6
3,151329,Oatmeal Raisin," 1,159 ",10/1/2019,5795,2549.8
3,357838,Oatmeal Raisin," 1,350 ",2/1/2020,6750,2970
4,399302,Oatmeal Raisin, 552 ,8/1/2020,2760,1214.4
3,117166,Oatmeal Raisin," 1,228 ",10/1/2019,6140,2701.6
2,707082,Oatmeal Raisin," 1,250 ",12/1/2020,6250,2750
4,131249,Oatmeal Raisin," 1,988 ",1/1/2020,9937.5,4372.5
3,551372,Oatmeal Raisin," 1,679 ",9/1/2020,8395,3693.8
3,698573,Oatmeal Raisin, 727 ,10/1/2019,3635,1599.4
3,504962,Oatmeal Raisin," 1,403 ",10/1/2019,7015,3086.6
3,657776,Oatmeal Raisin," 2,076 ",10/1/2019,10380,4567.2
5,691342,Oatmeal Raisin," 1,135 ",6/1/2020,5675,2497
3,493427,Oatmeal Raisin," 1,645 ",5/1/2020,8225,3619
3,271981,Oatmeal Raisin," 2,876 ",9/1/2020,14380,6327.2
3,766207,Oatmeal Raisin, 994 ,9/1/2019,4970,2186.8
2,653226,Oatmeal Raisin," 1,118 ",11/1/2020,5590,2459.6
5,560670,Oatmeal Raisin," 1,372 ",12/1/2020,6860,3018.4
3,786700,Oatmeal Raisin," 1,282 ",6/1/2020,6410,2820.4
4,137921,Oatmeal Raisin, 708 ,6/1/2020,3540,1557.6
3,755930,Oatmeal Raisin," 2,907 ",6/1/2020,14535,6395.4
3,277131,Oatmeal Raisin," 1,366 ",6/1/2020,6830,3005.2
3,235897,Oatmeal Raisin," 2,460 ",6/1/2020,12300,5412
5,872307,Oatmeal Raisin," 1,520 ",11/1/2020,7600,3344
5,103888,Oatmeal Raisin, 711 ,12/1/2020,3555,1564.2
4,545954,Oatmeal Raisin," 1,375 ",12/1/2019,6875,3025
3,480891,Oatmeal Raisin, 635 ,12/1/2020,3175,1397
3,444725,Oatmeal Raisin," 2,071 ",9/1/2020,10355,4556.2
4,131700,Oatmeal Raisin," 1,269 ",10/1/2020,6345,2791.8
4,256775,Oatmeal Raisin, 970 ,11/1/2019,4850,2134
3,686661,Oatmeal Raisin," 1,694 ",11/1/2020,8470,3726.8
3,842675,Oatmeal Raisin," 1,038 ",6/1/2020,5190,2283.6
4,571542,Oatmeal Raisin," 1,631 ",7/1/2020,8152.5,3587.1
2,581556,Oatmeal Raisin, 306 ,12/1/2019,1530,673.2
4,884057,Oatmeal Raisin, 579 ,1/1/2020,2895,1273.8
3,761022,Oatmeal Raisin," 2,240 ",2/1/2020,11200,4928
3,215670,Oatmeal Raisin," 2,993 ",3/1/2020,14965,6584.6
3,272552,Oatmeal Raisin," 3,521 ",4/1/2020,17602.5,7745.1
4,120233,Oatmeal Raisin," 2,039 ",5/1/2020,10195,4485.8
4,702523,Oatmeal Raisin," 2,574 ",8/1/2020,12870,5662.8
3,267107,Oatmeal Raisin, 707 ,9/1/2020,3535,1555.4
5,190154,Oatmeal Raisin," 2,072 ",12/1/2020,10360,4558.4
3,681348,Oatmeal Raisin, 853 ,12/1/2020,4265,1876.6
2,104326,Oatmeal Raisin," 3,200 ",7/1/2020,15997.5,7038.9
4,323754,Oatmeal Raisin, 472 ,10/1/2020,2360,1038.4
3,382237,Oatmeal Raisin," 3,165 ",1/1/2020,15825,6963
4,424398,Oatmeal Raisin," 2,629 ",1/1/2020,13145,5783.8
3,821698,Oatmeal Raisin," 1,433 ",5/1/2020,7165,3152.6
2,550622,Oatmeal Raisin, 947 ,9/1/2019,4735,2083.4
1,423355,Oatmeal Raisin, 344 ,10/1/2019,1720,756.8
5,441751,Oatmeal Raisin," 2,157 ",12/1/2020,10785,4745.4
4,531656,Oatmeal Raisin, 270 ,2/1/2020,1350,594
3,261362,Oatmeal Raisin," 3,422 ",7/1/2020,17107.5,7527.3
4,723364,Oatmeal Raisin," 2,734 ",10/1/2020,13670,6014.8
4,519269,Oatmeal Raisin," 2,548 ",11/1/2019,12740,5605.6
4,410583,Oatmeal Raisin," 2,761 ",9/1/2019,13805,6074.2
1,665489,Oatmeal Raisin," 1,659 ",1/1/2020,8295,3649.8
3,479703,Oatmeal Raisin," 1,190 ",6/1/2020,5950,2618
1,148871,Oatmeal Raisin, 410 ,10/1/2020,2050,902
3,786473,Oatmeal Raisin," 1,770 ",12/1/2019,8850,3894
3,540063,Oatmeal Raisin," 1,393 ",10/1/2020,6965,3064.6
1,208984,Oatmeal Raisin," 2,015 ",12/1/2019,10075,4433
3,858624,Oatmeal Raisin, 888 ,3/1/2020,4440,1953.6
2,374115,Oatmeal Raisin," 2,844 ",5/1/2020,14220,6256.8
4,140516,Oatmeal Raisin," 2,475 ",8/1/2020,12375,5445
5,594129,Oatmeal Raisin," 1,743 ",10/1/2019,8715,3834.6
5,841420,Oatmeal Raisin," 2,914 ",10/1/2020,14570,6410.8
5,707748,Oatmeal Raisin," 1,731 ",10/1/2020,8655,3808.2
1,225353,Oatmeal Raisin," 1,727 ",10/1/2019,8635,3799.4
2,227896,Oatmeal Raisin," 1,870 ",11/1/2019,9350,4114
3,683349,Oatmeal Raisin," 2,475 ",3/1/2020,12375,5445
3,578917,Oatmeal Raisin, 546 ,10/1/2020,2730,1201.2
1,194906,Snickerdoodle," 1,619 ",1/1/2020,6474,2427.75
4,858867,Snickerdoodle," 1,321 ",1/1/2020,5284,1981.5
5,649737,Snickerdoodle," 2,178 ",6/1/2020,8712,3267
3,361699,Snickerdoodle, 888 ,6/1/2020,3552,1332
1,293680,Snickerdoodle," 2,470 ",6/1/2020,9880,3705
4,682634,Snickerdoodle," 1,513 ",12/1/2020,6052,2269.5
3,161388,Snickerdoodle," 1,858 ",2/1/2020,7432,2787
3,103112,Snickerdoodle," 1,210 ",3/1/2020,4840,1815
5,406431,Snickerdoodle," 2,529 ",7/1/2020,10116,3793.5
4,869055,Snickerdoodle," 1,445 ",9/1/2020,5780,2167.5
3,616987,Snickerdoodle, 330 ,9/1/2019,1320,495
5,111799,Snickerdoodle," 2,671 ",9/1/2020,10684,4006.5
3,576749,Snickerdoodle, 766 ,10/1/2019,3064,1149
5,238485,Snickerdoodle, 494 ,10/1/2019,1976,741
4,128044,Snickerdoodle," 1,397 ",10/1/2020,5588,2095.5
